Epoch,ReLU_train,ReLU_test,LeakyReLU_train,LeakyReLU_test,ELU_train,ELU_test
1,65.27777777777777,69.44444444444444,65.92592592592592,68.61111111111111,64.81481481481481,66.75925925925925
2,73.42592592592592,70.74074074074075,71.38888888888889,71.38888888888889,70.46296296296296,70.27777777777777
3,73.51851851851852,72.31481481481481,75.46296296296296,72.4074074074074,72.87037037037037,70.64814814814815
4,76.75925925925925,73.70370370370371,75.37037037037037,73.42592592592592,72.96296296296296,70.83333333333333
5,75.83333333333333,73.61111111111111,77.4074074074074,73.79629629629629,75.64814814814815,71.85185185185185
6,77.68518518518519,70.0,78.98148148148148,73.79629629629629,74.44444444444444,72.77777777777777
7,79.62962962962963,70.55555555555556,77.68518518518519,72.5,75.55555555555556,72.5
8,78.51851851851852,72.31481481481481,78.70370370370371,74.07407407407408,74.53703703703704,73.05555555555556
9,80.83333333333333,73.70370370370371,81.38888888888889,73.42592592592592,76.48148148148148,72.4074074074074
10,80.55555555555556,73.05555555555556,80.27777777777777,72.5925925925926,74.81481481481481,72.96296296296296
11,81.75925925925925,76.20370370370371,81.11111111111111,74.72222222222223,78.79629629629629,73.98148148148148
12,81.48148148148148,76.48148148148148,82.31481481481481,77.12962962962963,77.12962962962963,73.42592592592592
13,83.14814814814815,77.03703703703704,83.98148148148148,78.24074074074075,75.0925925925926,73.70370370370371
14,85.0925925925926,76.38888888888889,85.74074074074075,78.14814814814815,74.72222222222223,73.42592592592592
15,85.18518518518519,75.0925925925926,83.70370370370371,76.75925925925925,76.57407407407408,73.79629629629629
16,86.01851851851852,79.07407407407408,86.01851851851852,74.9074074074074,77.03703703703704,74.07407407407408
17,85.64814814814815,78.51851851851852,86.38888888888889,77.68518518518519,78.70370370370371,72.96296296296296
18,86.57407407407408,78.79629629629629,85.83333333333333,76.20370370370371,77.77777777777777,73.33333333333333
19,86.57407407407408,76.01851851851852,85.74074074074075,78.24074074074075,78.61111111111111,72.87037037037037
20,87.77777777777777,80.27777777777777,86.94444444444444,78.42592592592592,79.16666666666667,73.42592592592592
21,89.07407407407408,80.64814814814815,88.79629629629629,80.0925925925926,76.75925925925925,73.88888888888889
22,88.79629629629629,79.25925925925925,87.22222222222223,80.74074074074075,78.14814814814815,74.72222222222223
23,89.9074074074074,80.55555555555556,89.16666666666667,79.81481481481481,77.68518518518519,73.33333333333333
24,91.85185185185185,80.18518518518519,92.4074074074074,80.46296296296296,80.55555555555556,73.61111111111111
25,90.37037037037037,79.9074074074074,90.83333333333333,82.5,80.0925925925926,75.18518518518519
26,91.29629629629629,81.29629629629629,92.03703703703704,79.35185185185185,80.18518518518519,72.4074074074074
27,91.38888888888889,80.64814814814815,90.74074074074075,81.38888888888889,81.20370370370371,76.85185185185185
28,92.5925925925926,79.07407407407408,91.85185185185185,81.01851851851852,81.94444444444444,77.77777777777777
29,92.22222222222223,80.92592592592592,92.03703703703704,81.01851851851852,85.0925925925926,77.22222222222223
30,92.4074074074074,81.66666666666667,90.46296296296296,80.74074074074075,85.27777777777777,78.88888888888889
31,92.22222222222223,81.11111111111111,90.0,81.20370370370371,85.46296296296296,78.51851851851852
32,94.81481481481481,82.4074074074074,93.42592592592592,80.92592592592592,84.53703703703704,77.31481481481481
33,93.61111111111111,82.22222222222223,92.4074074074074,80.55555555555556,87.22222222222223,79.16666666666667
34,94.44444444444444,83.14814814814815,93.05555555555556,82.12962962962963,87.31481481481481,79.16666666666667
35,94.16666666666667,80.27777777777777,93.51851851851852,82.22222222222223,87.77777777777777,80.0
36,93.70370370370371,84.07407407407408,94.81481481481481,80.64814814814815,86.94444444444444,78.79629629629629
37,94.9074074074074,82.5925925925926,93.14814814814815,80.55555555555556,87.22222222222223,79.53703703703704
38,94.62962962962963,83.33333333333333,93.88888888888889,82.4074074074074,85.83333333333333,80.18518518518519
39,95.37037037037037,83.33333333333333,94.81481481481481,82.4074074074074,88.70370370370371,80.18518518518519
40,95.0925925925926,85.0,93.70370370370371,82.4074074074074,88.14814814814815,80.0
41,94.81481481481481,81.94444444444444,96.11111111111111,82.03703703703704,88.42592592592592,80.18518518518519
42,95.64814814814815,82.87037037037037,95.74074074074075,82.12962962962963,88.33333333333333,78.70370370370371
43,94.72222222222223,82.5,94.72222222222223,82.31481481481481,89.62962962962963,78.70370370370371
44,95.27777777777777,81.94444444444444,95.37037037037037,82.4074074074074,89.35185185185185,78.70370370370371
45,96.01851851851852,83.33333333333333,94.35185185185185,80.74074074074075,88.51851851851852,78.70370370370371
46,95.64814814814815,83.24074074074075,94.53703703703704,79.9074074074074,90.27777777777777,80.0925925925926
47,96.11111111111111,84.72222222222223,94.9074074074074,80.83333333333333,89.72222222222223,80.83333333333333
48,95.0925925925926,82.77777777777777,96.29629629629629,80.0,89.44444444444444,81.20370370370371
49,95.83333333333333,83.24074074074075,95.64814814814815,81.01851851851852,90.83333333333333,79.53703703703704
50,96.20370370370371,84.72222222222223,95.27777777777777,80.83333333333333,91.48148148148148,81.01851851851852
51,97.12962962962963,80.83333333333333,95.46296296296296,81.85185185185185,90.83333333333333,81.85185185185185
52,96.75925925925925,83.33333333333333,95.83333333333333,82.77777777777777,90.37037037037037,81.20370370370371
53,96.66666666666667,83.61111111111111,95.55555555555556,82.5925925925926,92.4074074074074,80.83333333333333
54,96.75925925925925,81.85185185185185,96.57407407407408,81.85185185185185,91.29629629629629,80.92592592592592
55,96.38888888888889,82.96296296296296,96.85185185185185,81.11111111111111,90.55555555555556,80.83333333333333
56,96.94444444444444,84.53703703703704,95.74074074074075,82.12962962962963,91.85185185185185,81.48148148148148
57,97.5,83.05555555555556,95.55555555555556,80.92592592592592,91.48148148148148,79.35185185185185
58,97.5,85.83333333333333,96.94444444444444,83.05555555555556,91.11111111111111,80.27777777777777
59,97.96296296296296,83.88888888888889,96.57407407407408,83.88888888888889,92.77777777777777,80.74074074074075
60,97.77777777777777,85.18518518518519,95.74074074074075,81.75925925925925,92.4074074074074,80.0
61,97.5,83.88888888888889,95.92592592592592,80.64814814814815,93.70370370370371,80.27777777777777
62,95.83333333333333,84.35185185185185,96.01851851851852,83.24074074074075,93.24074074074075,80.0925925925926
63,96.38888888888889,84.62962962962963,96.01851851851852,81.94444444444444,92.4074074074074,81.11111111111111
64,97.68518518518519,84.53703703703704,96.94444444444444,82.68518518518519,92.87037037037037,81.20370370370371
65,97.4074074074074,85.46296296296296,96.75925925925925,81.85185185185185,93.79629629629629,81.48148148148148
66,97.77777777777777,84.07407407407408,96.20370370370371,82.03703703703704,93.33333333333333,80.55555555555556
67,97.96296296296296,84.81481481481481,96.85185185185185,82.03703703703704,93.42592592592592,79.81481481481481
68,96.85185185185185,84.53703703703704,96.66666666666667,82.4074074074074,92.03703703703704,78.24074074074075
69,96.85185185185185,85.0,96.48148148148148,80.92592592592592,91.75925925925925,79.53703703703704
70,97.22222222222223,84.9074074074074,96.85185185185185,82.96296296296296,92.87037037037037,77.77777777777777
71,97.03703703703704,83.98148148148148,97.87037037037037,83.51851851851852,93.33333333333333,80.83333333333333
72,97.22222222222223,83.24074074074075,97.68518518518519,81.94444444444444,93.24074074074075,79.44444444444444
73,97.68518518518519,85.74074074074075,97.4074074074074,82.77777777777777,92.12962962962963,80.0925925925926
74,97.31481481481481,83.79629629629629,97.5925925925926,83.51851851851852,92.96296296296296,79.9074074074074
75,97.31481481481481,84.62962962962963,97.77777777777777,82.31481481481481,93.79629629629629,80.46296296296296
76,97.5,84.53703703703704,97.4074074074074,83.61111111111111,93.98148148148148,80.55555555555556
77,97.77777777777777,83.88888888888889,97.22222222222223,82.31481481481481,94.25925925925925,80.18518518518519
78,97.5,82.68518518518519,97.31481481481481,83.24074074074075,93.33333333333333,80.37037037037037
79,98.24074074074075,83.79629629629629,97.87037037037037,82.87037037037037,93.61111111111111,76.94444444444444
80,97.5925925925926,83.98148148148148,95.92592592592592,83.51851851851852,93.98148148148148,80.0925925925926
81,98.14814814814815,85.0,97.22222222222223,83.24074074074075,94.9074074074074,80.55555555555556
82,97.12962962962963,84.81481481481481,97.5925925925926,82.87037037037037,93.79629629629629,78.88888888888889
83,97.03703703703704,82.87037037037037,97.4074074074074,81.85185185185185,94.62962962962963,79.25925925925925
84,98.24074074074075,85.0,97.03703703703704,83.98148148148148,95.0,80.27777777777777
85,97.77777777777777,85.0925925925926,97.96296296296296,83.61111111111111,94.16666666666667,80.46296296296296
86,97.68518518518519,84.81481481481481,97.31481481481481,83.33333333333333,94.25925925925925,79.35185185185185
87,98.61111111111111,84.9074074074074,97.22222222222223,81.29629629629629,95.37037037037037,80.18518518518519
88,97.77777777777777,83.98148148148148,97.03703703703704,82.5925925925926,94.07407407407408,79.07407407407408
89,98.05555555555556,85.0,97.22222222222223,82.5925925925926,95.64814814814815,79.72222222222223
90,98.33333333333333,84.53703703703704,97.68518518518519,83.33333333333333,95.64814814814815,79.07407407407408
91,97.77777777777777,85.18518518518519,98.24074074074075,81.75925925925925,95.0,79.16666666666667
92,98.33333333333333,85.46296296296296,97.5,81.29629629629629,95.37037037037037,80.55555555555556
93,97.22222222222223,84.53703703703704,97.77777777777777,83.24074074074075,96.20370370370371,80.46296296296296
94,97.68518518518519,85.46296296296296,98.24074074074075,84.62962962962963,95.18518518518519,80.74074074074075
95,98.14814814814815,84.53703703703704,97.77777777777777,81.29629629629629,95.74074074074075,80.0
96,97.77777777777777,83.98148148148148,98.14814814814815,82.03703703703704,95.18518518518519,79.62962962962963
97,97.68518518518519,85.0,98.70370370370371,84.72222222222223,95.83333333333333,79.44444444444444
98,98.42592592592592,85.0,97.03703703703704,84.62962962962963,95.46296296296296,79.81481481481481
99,98.24074074074075,84.72222222222223,98.51851851851852,84.9074074074074,95.64814814814815,78.70370370370371
100,98.88888888888889,85.0,98.42592592592592,82.77777777777777,95.55555555555556,80.0
101,98.24074074074075,83.79629629629629,98.51851851851852,83.51851851851852,95.46296296296296,80.27777777777777
102,98.70370370370371,86.01851851851852,98.33333333333333,84.07407407407408,95.46296296296296,80.0925925925926
103,98.33333333333333,83.79629629629629,98.05555555555556,84.53703703703704,95.18518518518519,81.38888888888889
104,97.96296296296296,83.98148148148148,97.5925925925926,84.25925925925925,95.27777777777777,81.20370370370371
